Textbook,Score
HS_Hyde_12_Transgender_v2.docx,0.217243659
HS_Hyde_13_Transgender.docx,0.483447485
HS_LeVay_01_Transgender.docx,0.922946667
HS_LeVay_02_Transgender.docx,0.646506452
HS_LeVay_03_Transgender.docx,0.481414286
HS_Yarber_07_Transgender.docx,0.819581404
HS_Yarber_08_Transgender.docx,0.935154444
HS_Yarber_09_Transgender.docx,0.518612648
Intro_Bernstein_06_Transgender.docx,0.46374
Intro_Bernstein_07_Transgender_v2.docx,1.201462333
Intro_Bernstein_08_Transgender.docx,1.267753214
Intro_Bernstein_09_Transgender_v2.docx,1.064693684
Intro_Bernstein_10_Transgender.docx,1.170434091
Intro_Coon_10_Transgender_v2.docx,-0.292426547
Intro_Coon_11_Transgender.docx,-1.180076154
Intro_Coon_12_Transgender_v2.docx,0.218041739
Intro_Coon_13_Transgender_v2.docx,0.006422449
Intro_Coon_14_Transgender.docx,0.322849467
Intro_Griggs_01_Transgender.docx,-3.4965
Intro_Griggs_04_Transgender.docx,2.68422
Intro_Griggs_05_Transgender.docx,1.817464167
Intro_Kalat_08_Transgender.docx,0.989536364
Intro_Kalat_11_Transgender.docx,-0.075134286
Intro_Morris_07_Transgender_v2.docx,1.44548875
Intro_Morris_09_Transgender.docx,1.537724412
Intro_Morris_10_Transgender.docx,1.9860192
Intro_Morris_11_Transgender.docx,1.3594925
Intro_Myers_07_Transgender.docx,0.561864194
Intro_Myers_08_Transgender.docx,0.433945444
Intro_Myers_09_Transgender.docx,1.248442364
Intro_Myers_10_Transgender.docx,0.361077667
Intro_Myers_11_Transgender.docx,1.282289248
Intro_Nevid_01_Transgender.docx,0.511235128
Intro_Nevid_02_Transgender_v2.docx,0.665527188
Intro_Nevid_03_Transgender_v2.docx,0.550807586
Intro_Nevid_04_Transgender.docx,2.315960833
Intro_Nevid_05_Transgender.docx,0.981902923
Intro_Rathus_01_Transgender.docx,1.970281667
Intro_Rathus_02_Transgender.docx,1.21537125
Intro_Rathus_03_Transgender.docx,0.957166667
Intro_Rathus_04_Transgender.docx,1.15239375
Intro_Rathus_05_Transgender.docx,0.815660139
Intro_Wade_08_Transgender_v2.docx,0.378568205
Intro_Wade_09_Transgender.docx,1.200242727
Intro_Wade_11_Transgender_v2.docx,1.6
Intro_Wade_12_Transgender.docx,0.734692558
Intro_Weiten_07_Transgender.docx,0.3163348
Intro_Weiten_08_Transgender_v2.docx,0.496205714
Intro_Weiten_09_Transgender_v2.docx,-1.044
Intro_Weiten_10_Transgender.docx,1.01952264
Neuro_Bear_03_Transgender.docx,1.51452375
Neuro_Bear_04_Transgender.docx,0.635059375
Neuro_Breedlove_05_Transgender.docx,0.443252
Neuro_Breedlove_06_Transgender.docx,0.17074
Neuro_Breedlove_07_Transgender.docx,1.67717
Neuro_Breedlove_08_Transgender.docx,-0.438058235
Neuro_Carlson_09_Transgender.docx,-0.717105
Neuro_Carlson_10_Transgender_v2.docx,0.36059375
Neuro_Carlson_11_Transgender_v2.docx,0.7293175
Neuro_Carlson_12_Transgender.docx,1.520660857
Neuro_Garrett_02_Transgender.docx,-0.630247143
Neuro_Garrett_03_Transgender.docx,0.65585
Neuro_Garrett_04_Transgender_v2.docx,0.019650714
Neuro_Garrett_05_Transgender.docx,0.828260244
Neuro_Haines_05_Transgender.docx,0.28704
Neuro_Johnson_04_Transgender.docx,1.659546667
Neuro_Kalat_12_Transgender.docx,0.114598571
Neuro_Kolb_07_Transgender.docx,0.44019
Neuro_Pinel_07_Transgender.docx,-0.7203325
Neuro_Pinel_08_Transgender.docx,0.358436
Neuro_Pinel_09_Transgender_v2.docx,-0.17278
Neuro_Pinel_10_Transgender.docx,0.935385625
Neuro_Reisberg_06_Transgender.docx,1.487415
Socl_Aronson_08_Transgender.docx,0.319632453
Socl_Aronson_09_Transgender.docx,0.3016305
Socl_Baumeister_02_Transgender.docx,1.401001905
Socl_Baumeister_04_Transgender.docx,0.689235055
Socl_Branscombe_12_Transgender.docx,1.203454878
Socl_Branscombe_13_Transgender_v2.docx,0.978982222
Socl_Branscombe_14_Transgender.docx,1.070060769
Socl_Franzoi_05_Transgender.docx,1.565250222
Socl_Franzoi_06_Transgender.docx,1.15668
Socl_Franzoi_07_Transgender.docx,0.889979239
Socl_Gilovich_02_Transgender.docx,1.160555
Socl_Gilovich_03_Transgender.docx,1.049284
Socl_Gilovich_04_Transgender.docx,0.986759556
Socl_Gruman_02_Transgender.docx,0.1507525
Socl_Gruman_03_Transgender.docx,0.997468
Socl_Kassin_09_Transgender.docx,0.51763
Socl_Kassin_10_Transgender.docx,1.207610588
Socl_Myers_10_Transgender.docx,1.047460704
Socl_Myers_11_Transgender.docx,1.104834815
Socl_Myers_12_Transgender.docx,0.926825254
Socl_Rogers_02_Transgender.docx,-0.002710909
Socl_Rogers_03_Transgender_v2.docx,1.270228824
Socl_Rogers_04_Transgender.docx,0.851556267
Socl_Zastrow_08_Transgender.docx,0.378010175
Socl_Zastrow_09_Transgender.docx,0.515680937
Socl_Zastrow_10_Transgender.docx,0.79611148
Spcl_Friend_02_Transgender.docx,-0.91054
Spcl_Friend_03_Transgender.docx,-1.012383333
Spcl_Friend_04_Transgender.docx,-0.681806667
Spcl_Friend_05_Transgender.docx,1.4715175
Spcl_Gargiulo_06_Transgender.docx,1.122903077
Spcl_Hardman_10_Transgender.docx,0.07626
Spcl_Hardman_12_Transgender.docx,0.332341053
Spcl_Heward_10_Transgender.docx,2.5
Spcl_Heward_11_Transgender.docx,-0.192698889
Spcl_Kuder_05_Transgender.docx,-0.180403333
Spcl_Lewis_09_Transgender.docx,0.70178
Spcl_Overton_08_Transgender.docx,0.901461111
Spcl_Smith_04_Transgender.docx,3.788695
Spcl_Smith_05_Transgender.docx,1.234012857
Spcl_Smith_07_Transgender.docx,0.356378846
Spcl_Turnbull_04_Transgender.docx,0.72294
Spcl_Turnbull_05_Transgender.docx,0.699331667
Spcl_Turnbull_06_Transgender.docx,0.29992
Spcl_Turnbull_07_Transgender.docx,1.783153333
Spcl_Turnbull_08_Transgender.docx,1.92468
Spcl_Vaughn_07_Transgender.docx,1.420444545
