Textbook,Score
Abn_Nevid_10_Autism.docx,-0.022136846
Spcl_Gargiulo_06_Autism.docx,-0.022015302
Abn_Whitbourne_08_Autism.docx,-0.021580717
Spcl_Kuder_01_Autism_v2.docx,-0.020604008
Neuro_Kolb_06_Autism_v2.docx,-0.020278834
Abn_Comer_08_Autism_v2.docx,-0.02025974
Devo_Berk_03_Autism.docx,-0.020249221
Abn_Hooley_13_Autism_v2.docx,-0.019951632
Abn_Comer_09_Autism.docx,-0.019816437
Abn_Hooley_14_Autism_v2.docx,-0.01887396
Spcl_Kuder_02_Autism_v2.docx,-0.017338093
Abn_Barlow_04_Autism_v2.docx,-0.017034068
Neuro_Carlson_11_Autism_v2.docx,-0.016520487
Intro_Morris_11_Autism.docx,-0.016320475
Abn_Hooley_15_Autism_v2.docx,-0.015692641
Abn_Whitbourne_06_Autism_v2.docx,-0.014676451
Abn_Hooley_16_Autism_v2.docx,-0.0128123
Neuro_Carlson_12_Autism.docx,-0.011893657
Neuro_Carlson_10_Autism_v2.docx,-0.011351971
Spcl_Hardman_10_Autism_v2.docx,-0.010499259
Abn_Nolen-Hoeksema_06_Autism_v2.docx,-0.010128292
Neuro_Johnson_04_Autism.docx,-0.009503372
Neuro_Johnson_03_Autism.docx,-0.008440047
Spcl_Kuder_04_Autism_v2.docx,-0.005856107
Spcl_Overton_08_Autism.docx,-0.005372733
Intro_Kalat_09_Autism.docx,-0.004385965
Abn_Barlow_05_Autism_v2.docx,-0.004285714
Spcl_Kuder_03_Autism_v2.docx,-0.004111091
Abn_Barlow_06_Autism_v2.docx,-0.00387931
Spcl_Hardman_09_Autism_v2.docx,-0.003722293
Neuro_Kolb_07_Autism.docx,-0.003305288
Abn_Mash_06_Autism.docx,-0.003268959
Spcl_Overton_06_Autism.docx,-0.002739726
Devo_Berk_06_Autism.docx,-0.001845018
Neuro_Pinel_08_Autism.docx,-0.001468429
Spcl_Lewis_05_Autism.docx,-0.000771605
Abn_Barlow_07_Autism.docx,-0.000711913
Abn_Sue_10_Autism_v2.docx,-0.000189107
Devo_Berger_05_Autism.docx,0
Neuro_Pinel_09_Autism.docx,0
Spcl_Friend_03_Autism_v2.docx,0.00022604
Spcl_Heward_07_Autism.docx,0.000653595
Spcl_Gargiulo_05_Autism_v2.docx,0.000745474
Spcl_Lewis_06_Autism.docx,0.000750751
Abn_Nolen-Hoeksema_05_Autism_v2.docx,0.000857143
Abn_Sue_11_Autism.docx,0.001333333
Spcl_Gargiulo_03_Autism_v2.docx,0.001411366
Abn_Nevid_07_Autism.docx,0.002056555
Spcl_Friend_01_Autism_v2.docx,0.003052326
Intro_Myers_09_Autism.docx,0.003092784
Intro_Myers_08_Autism.docx,0.003484321
Abn_Nevid_06_Autism_v2.docx,0.003568596
Spcl_Gargiulo_04_Autism.docx,0.003859762
Abn_Brown_05_Autism.docx,0.00448682
Abn_Comer_05_Autism_v2.docx,0.005747126
Spcl_Friend_02_Autism_v2.docx,0.006056202
Intro_Myers_10_Autism.docx,0.006151142
Neuro_Pinel_07_Autism.docx,0.006166495
Intro_Myers_11_Autism.docx,0.006480218
Spcl_Friend_04_Autism_v2.docx,0.006617421
Spcl_Kuder_05_Autism.docx,0.006922697
Neuro_Pinel_10_Autism.docx,0.007462687
Intro_Kalat_10_Autism.docx,0.007843137
Intro_Weiten_06_Autism.docx,0.008333333
Neuro_Bear_04_Autism.docx,0.008580343
Devo_Newman_13_Autism.docx,0.009383378
Abn_Whitbourne_07_Autism_v2.docx,0.009847522
Spcl_Smith_03_Autism_v2.docx,0.009940778
Neuro_Breedlove_05_Autism.docx,0.010574018
Socl_Myers_12_Autism.docx,0.011111111
Neuro_Garrett_04_Autism_v2.docx,0.011856564
Abn_Mash_05_Autism_v2.docx,0.012457119
Intro_Wade_12_Autism.docx,0.013256674
Neuro_Breedlove_06_Autism.docx,0.013677812
Abn_Mash_04_Autism_v2.docx,0.014049419
Abn_Nolen-Hoeksema_03_Autism_v2.docx,0.014697061
Intro_Coon_14_Autism.docx,0.015306122
Spcl_Gargiulo_02_Autism_v2.docx,0.015721505
Devo_Sigelman_04_Autism_v2.docx,0.016776316
Neuro_Garrett_05_Autism.docx,0.017225032
Neuro_Breedlove_07_Autism_v2.docx,0.01754386
Devo_Sigelman_09_Autism.docx,0.01762606
Spcl_Friend_05_Autism.docx,0.017719219
Abn_Mash_03_Autism_v2.docx,0.017747768
Abn_Comer_06_Autism_v2.docx,0.017897092
Abn_Comer_07_Autism_v2.docx,0.018025751
Abn_Mash_02_Autism_v2.docx,0.018505266
Spcl_Turnbull_04_Autism_v2.docx,0.018686502
Devo_Sigelman_08_Autism.docx,0.018731269
Spcl_Hardman_08_Autism_v2.docx,0.018957265
Neuro_Kolb_05_Autism.docx,0.019230769
Devo_Berk_08_Autism.docx,0.01979781
Neuro_Garrett_03_Autism.docx,0.021784232
Abn_Nevid_08_Autism_v2.docx,0.022759104
Abn_Nevid_09_Autism_v2.docx,0.02398524
Abn_Nolen-Hoeksema_04_Autism.docx,0.024176594
Spcl_Hardman_11_Autism.docx,0.024179056
Devo_Berk_07_Autism.docx,0.028594771
Spcl_Smith_07_Autism_v2.docx,0.029401346
Intro_Rathus_05_Autism.docx,0.03
Devo_Bornstein_07_Autism.docx,0.030528053
Spcl_Hardman_12_Autism.docx,0.03220524
Spcl_Heward_08_Autism_v2.docx,0.032687483
Spcl_Smith_04_Autism_v2.docx,0.032745007
Spcl_Heward_11_Autism.docx,0.032774093
Neuro_Garrett_02_Autism.docx,0.033689126
Devo_Sigelman_06_Autism.docx,0.035714286
Spcl_Turnbull_08_Autism.docx,0.036676404
Devo_Bornstein_02_Autism.docx,0.037671233
Spcl_Vaughn_07_Autism.docx,0.038703152
Spcl_Smith_06_Autism_v2.docx,0.039959535
Spcl_Heward_10_Autism_v2.docx,0.041037494
Spcl_Lewis_08_Autism.docx,0.041273585
Spcl_Heward_09_Autism_v2.docx,0.041614735
Devo_Sigelman_07_Autism.docx,0.041666667
Devo_Sigelman_05_Autism.docx,0.042236025
Spcl_Turnbull_07_Autism_v2.docx,0.043320677
Spcl_Lewis_07_Autism_v2.docx,0.043530215
Spcl_Turnbull_05_Autism_v2.docx,0.0436989
Spcl_Smith_05_Autism_v2.docx,0.045640327
Socl_Rogers_04_Autism.docx,0.046332046
Socl_Rogers_03_Autism.docx,0.046534653
Devo_Bornstein_03_Autism.docx,0.048262548
Spcl_Vaughn_05_Autism_v2.docx,0.050206138
Devo_Miller_06_Autism.docx,0.055105348
Spcl_Vaughn_06_Autism_v2.docx,0.055301438
Neuro_Kalat_11_Autism.docx,0.055555556
Socl_Rogers_02_Autism.docx,0.05859375
Socl_Gilovich_04_Autism.docx,0.059440559
Spcl_Vaughn_04_Autism_v2.docx,0.060124703
Intro_Weiten_08_Autism.docx,0.068376068
Spcl_Lewis_09_Autism.docx,0.069576129
Spcl_Turnbull_06_Autism_v2.docx,0.076472312
Devo_Kail_07_Autism.docx,0.077689243
Intro_Griggs_03_Autism.docx,0.080769231
Neuro_Kalat_10_Autism.docx,0.090163934
Intro_Myers_07_Autism_v2.docx,0.097133758
Socl_Gruman_03_Autism.docx,0.100502513
Intro_Griggs_05_Autism.docx,0.131045242
Neuro_Reisberg_06_Autism.docx,0.133333333
Intro_Griggs_04_Autism.docx,0.133757962
Socl_Gilovich_03_Autism.docx,0.147887324
