Textbook,Score
GS_Newman_03_Transgender.docx,0.301328952
GS_Robinson_02_Transgender.docx,0.237396026
GS_Robinson_03_Transgender_v2.docx,0.320940118
GS_Robinson_04_Transgender.docx,0.291018926
GS_Rothenberg_08_Transgender_v2.docx,0.336956947
GS_Rothenberg_09_Transgender_v2.docx,0.316612158
GS_Rothenberg_10_Transgender.docx,0.215241569
GS_Wood_10_Transgender_v2.docx,0.446979114
GS_Wood_11_Transgender_v2.docx,0.44445183
GS_Wood_12_Transgender.docx,0.404605405
HS_Carroll_03_Transgender.docx,0.298844797
HS_Carroll_04_Transgender.docx,0.349617602
HS_Carroll_05_Transgender.docx,0.348390906
HS_Crooks_11_Transgender.docx,0.353852105
HS_Crooks_12_Transgender_v2.docx,0.337725434
HS_Crooks_13_Transgender.docx,0.33248248
HS_Greenberg_04_Transgender.docx,0.390708734
HS_Greenberg_05_Transgender_v2.docx,0.255365511
HS_Greenberg_06_Transgender.docx,0.335029532
HS_Hock_02_Transgender.docx,0.354882903
HS_Hock_03_Transgender.docx,0.367113379
HS_Hock_04_Transgender.docx,0.356545467
HS_Hyde_11_Transgender_v2.docx,0.294392995
HS_Hyde_12_Transgender_v2.docx,0.255242746
HS_Hyde_13_Transgender.docx,0.318643045
HS_LeVay_01_Transgender.docx,0.400182945
HS_LeVay_02_Transgender.docx,0.364098835
HS_LeVay_03_Transgender.docx,0.355667799
HS_Yarber_07_Transgender.docx,0.373122926
HS_Yarber_08_Transgender.docx,0.379085262
HS_Yarber_09_Transgender.docx,0.325432669
Intro_Bernstein_06_Transgender.docx,0.178730487
Intro_Bernstein_07_Transgender_v2.docx,0.265727176
Intro_Bernstein_08_Transgender.docx,0.274082397
Intro_Bernstein_09_Transgender_v2.docx,0.232749762
Intro_Bernstein_10_Transgender.docx,0.277373921
Intro_Coon_10_Transgender_v2.docx,0.315915743
Intro_Coon_11_Transgender.docx,0.394401194
Intro_Coon_12_Transgender_v2.docx,0.375050963
Intro_Coon_13_Transgender_v2.docx,0.334079981
Intro_Coon_14_Transgender.docx,0.285250005
Intro_Griggs_01_Transgender.docx,-0.402892562
Intro_Griggs_04_Transgender.docx,0.054163587
Intro_Griggs_05_Transgender.docx,0.269768886
Intro_Kalat_08_Transgender.docx,0.373452748
Intro_Kalat_11_Transgender.docx,0.404478784
Intro_Morris_07_Transgender_v2.docx,0.37173056
Intro_Morris_09_Transgender.docx,0.267512975
Intro_Morris_10_Transgender.docx,0.240139829
Intro_Morris_11_Transgender.docx,0.291854964
Intro_Myers_07_Transgender.docx,0.366816366
Intro_Myers_08_Transgender.docx,0.337315072
Intro_Myers_09_Transgender.docx,0.311227353
Intro_Myers_10_Transgender.docx,0.292867923
Intro_Myers_11_Transgender.docx,0.28993967
Intro_Nevid_01_Transgender.docx,0.268986589
Intro_Nevid_02_Transgender_v2.docx,0.252971277
Intro_Nevid_03_Transgender_v2.docx,0.168963076
Intro_Nevid_04_Transgender.docx,0.255008202
Intro_Nevid_05_Transgender.docx,0.273752828
Intro_Rathus_01_Transgender.docx,0.346010101
Intro_Rathus_02_Transgender.docx,0.253665689
Intro_Rathus_03_Transgender.docx,0.14992284
Intro_Rathus_04_Transgender.docx,0.376679842
Intro_Rathus_05_Transgender.docx,0.2483652
Intro_Wade_08_Transgender_v2.docx,0.359462551
Intro_Wade_09_Transgender.docx,0.303828
Intro_Wade_11_Transgender_v2.docx,0.382836053
Intro_Wade_12_Transgender.docx,0.340843801
Intro_Weiten_07_Transgender.docx,0.248728319
Intro_Weiten_08_Transgender_v2.docx,0.340772208
Intro_Weiten_09_Transgender_v2.docx,0.287066966
Intro_Weiten_10_Transgender.docx,0.292369878
Neuro_Bear_03_Transgender.docx,0.463781712
Neuro_Bear_04_Transgender.docx,0.351945825
Neuro_Breedlove_05_Transgender.docx,0.314816248
Neuro_Breedlove_06_Transgender.docx,0.177687128
Neuro_Breedlove_07_Transgender.docx,0.471026263
Neuro_Breedlove_08_Transgender.docx,0.273879375
Neuro_Carlson_09_Transgender.docx,0.264099327
Neuro_Carlson_10_Transgender_v2.docx,0.281335265
Neuro_Carlson_11_Transgender_v2.docx,0.156472432
Neuro_Carlson_12_Transgender.docx,0.274003054
Neuro_Garrett_02_Transgender.docx,0.386888889
Neuro_Garrett_03_Transgender.docx,0.227916167
Neuro_Garrett_04_Transgender_v2.docx,0.235770909
Neuro_Garrett_05_Transgender.docx,0.264999397
Neuro_Haines_05_Transgender.docx,0.099866007
Neuro_Johnson_04_Transgender.docx,0.200584586
Neuro_Kalat_12_Transgender.docx,0.287265191
Neuro_Kolb_07_Transgender.docx,-0.035733625
Neuro_Pinel_07_Transgender.docx,0.168711871
Neuro_Pinel_08_Transgender.docx,0.189882639
Neuro_Pinel_09_Transgender_v2.docx,0.185146518
Neuro_Pinel_10_Transgender.docx,0.221571353
Neuro_Reisberg_06_Transgender.docx,0.276320729
Socl_Aronson_08_Transgender.docx,0.209031932
Socl_Aronson_09_Transgender.docx,0.215451704
Socl_Baumeister_02_Transgender.docx,0.318821191
Socl_Baumeister_04_Transgender.docx,0.32653649
Socl_Branscombe_12_Transgender.docx,0.290307678
Socl_Branscombe_13_Transgender_v2.docx,0.263088807
Socl_Branscombe_14_Transgender.docx,0.279174278
Socl_Franzoi_05_Transgender.docx,0.39211955
Socl_Franzoi_06_Transgender.docx,0.372998926
Socl_Franzoi_07_Transgender.docx,0.310733735
Socl_Gilovich_02_Transgender.docx,0.292064062
Socl_Gilovich_03_Transgender.docx,0.357226278
Socl_Gilovich_04_Transgender.docx,0.348809122
Socl_Gruman_02_Transgender.docx,0.315624191
Socl_Gruman_03_Transgender.docx,0.365633545
Socl_Kassin_09_Transgender.docx,-0.034498834
Socl_Kassin_10_Transgender.docx,0.304020003
Socl_Myers_10_Transgender.docx,0.28170721
Socl_Myers_11_Transgender.docx,0.27070581
Socl_Myers_12_Transgender.docx,0.235900017
Socl_Rogers_02_Transgender.docx,0.29761866
Socl_Rogers_03_Transgender_v2.docx,0.364227765
Socl_Rogers_04_Transgender.docx,0.282841304
Socl_Zastrow_08_Transgender.docx,0.383485331
Socl_Zastrow_09_Transgender.docx,0.392906929
Socl_Zastrow_10_Transgender.docx,0.323498678
Spcl_Friend_02_Transgender.docx,0.223506807
Spcl_Friend_03_Transgender.docx,0.28642437
Spcl_Friend_04_Transgender.docx,0.285372594
Spcl_Friend_05_Transgender.docx,0.429274892
Spcl_Gargiulo_06_Transgender.docx,0.425862872
Spcl_Hardman_10_Transgender.docx,0.258681351
Spcl_Hardman_12_Transgender.docx,0.3458761
Spcl_Heward_10_Transgender.docx,0.606837607
Spcl_Heward_11_Transgender.docx,0.478282828
Spcl_Kuder_05_Transgender.docx,0.258707912
Spcl_Lewis_09_Transgender.docx,0.009774213
Spcl_Overton_08_Transgender.docx,0.25382091
Spcl_Smith_04_Transgender.docx,0.783321015
Spcl_Smith_05_Transgender.docx,0.439962121
Spcl_Smith_07_Transgender.docx,0.445970677
Spcl_Turnbull_04_Transgender.docx,0.562640902
Spcl_Turnbull_05_Transgender.docx,0.217333592
Spcl_Turnbull_06_Transgender.docx,0.180027548
Spcl_Turnbull_07_Transgender.docx,0.291343257
Spcl_Turnbull_08_Transgender.docx,0.483719784
Spcl_Vaughn_07_Transgender.docx,0.557383304
