Textbook,Score
Devo_Gonzalez-Mena_10_Transgender.docx,0.027777778
Devo_Gonzalez-Mena_11_Transgender.docx,0.087628866
Devo_Kail_02_Transgender.docx,0.036043588
Devo_Kail_05_Transgender.docx,0.091775093
Devo_Kail_06_Transgender.docx,0.0791423
Devo_Kail_07_Transgender.docx,0.079903426
Devo_Miller_06_Transgender.docx,0.042580645
Devo_Newman_08_Transgender.docx,0.090719499
Devo_Newman_09_Transgender.docx,0.10205314
Devo_Newman_10_Transgender_v2.docx,0.108918503
Devo_Newman_11_Transgender.docx,0.110258285
Devo_Newman_12_Transgender.docx,0.092764378
Devo_Newman_13_Transgender.docx,0.083097692
Devo_Santrock_11_Transgender.docx,0.045321637
Devo_Santrock_12_Transgender.docx,0.060871743
Devo_Santrock_13_Transgender.docx,0.079062159
Devo_Santrock_14_Transgender.docx,0.028991597
Devo_Santrock_15_Transgender_V2.docx,0.050847458
Devo_Santrock_16_Transgender.docx,0.043568465
Devo_Sigelman_05_Transgender.docx,0.087573386
Devo_Sigelman_07_Transgender.docx,0.089527944
Devo_Sigelman_08_Transgender.docx,0.092797784
Devo_Sigelman_09_Transgender.docx,0.069789921
GS_Andersen_07_Transgender_v2.docx,0.028299131
GS_Andersen_08_Transgender_v2.docx,0.013769124
GS_Andersen_09_Transgender.docx,0.001427143
GS_Brannon_05_Transgender_v2.docx,0
GS_Brannon_06_Transgender.docx,-0.033683142
GS_Brannon_07_Transgender.docx,0.034464191
GS_Healey_03_Transgender_v2.docx,-0.020439812
GS_Healey_04_Transgender.docx,0.00012
GS_Healey_05_Transgender.docx,-0.007993319
GS_Helgeson_03_Transgender_v2.docx,0.028892193
GS_Helgeson_04_Transgender_v2.docx,0.037058698
GS_Helgeson_05_Transgender.docx,0.027255888
GS_Kimmel_04_Transgender_v2.docx,0.038725923
GS_Kimmel_05_Transgender_v2.docx,0.016137767
GS_Kimmel_06_Transgender.docx,0.02330204
GS_Newman_01_Transgender_v2.docx,0.03951049
GS_Newman_02_Transgender_v2.docx,0.035785288
GS_Newman_03_Transgender.docx,0.02996036
GS_Robinson_02_Transgender.docx,0.017638444
GS_Robinson_03_Transgender_v2.docx,0.023788341
GS_Robinson_04_Transgender.docx,0.031161424
GS_Rothenberg_08_Transgender_v2.docx,0.04354067
GS_Rothenberg_09_Transgender_v2.docx,0.024511856
GS_Rothenberg_10_Transgender.docx,0.007505423
GS_Wood_10_Transgender_v2.docx,0.082687131
GS_Wood_11_Transgender_v2.docx,0.075464642
GS_Wood_12_Transgender.docx,0.058609003
HS_Carroll_03_Transgender.docx,0.002967359
HS_Carroll_04_Transgender.docx,0.059890469
HS_Carroll_05_Transgender.docx,0.062774316
HS_Crooks_11_Transgender.docx,0.043338381
HS_Crooks_12_Transgender_v2.docx,0.031086873
HS_Crooks_13_Transgender.docx,0.063255919
HS_Greenberg_04_Transgender.docx,0.070164831
HS_Greenberg_05_Transgender_v2.docx,0.020325203
HS_Greenberg_06_Transgender.docx,0.063949929
HS_Hock_02_Transgender.docx,0.06760185
HS_Hock_03_Transgender.docx,0.068331576
HS_Hock_04_Transgender.docx,0.068833367
HS_Hyde_11_Transgender_v2.docx,0.057799274
HS_Hyde_12_Transgender_v2.docx,0.017554502
HS_Hyde_13_Transgender.docx,0.060094759
HS_LeVay_01_Transgender.docx,0.082862007
HS_LeVay_02_Transgender.docx,0.059017927
HS_LeVay_03_Transgender.docx,0.056798964
HS_Yarber_07_Transgender.docx,0.044003648
HS_Yarber_08_Transgender.docx,0.051635112
HS_Yarber_09_Transgender.docx,0.060419294
Intro_Bernstein_06_Transgender.docx,0.034482759
Intro_Bernstein_07_Transgender_v2.docx,0.022740034
Intro_Bernstein_08_Transgender.docx,0.038764045
Intro_Bernstein_09_Transgender_v2.docx,0.059556226
Intro_Bernstein_10_Transgender.docx,0.03814448
Intro_Coon_10_Transgender_v2.docx,0.061103059
Intro_Coon_11_Transgender.docx,0.067039106
Intro_Coon_12_Transgender_v2.docx,0.080224242
Intro_Coon_13_Transgender_v2.docx,0.090390129
Intro_Coon_14_Transgender.docx,0.032907692
Intro_Griggs_01_Transgender.docx,0
Intro_Griggs_04_Transgender.docx,-0.010162602
Intro_Griggs_05_Transgender.docx,0.078209277
Intro_Kalat_08_Transgender.docx,0.084745763
Intro_Kalat_11_Transgender.docx,0.091320072
Intro_Morris_07_Transgender_v2.docx,0.086892489
Intro_Morris_09_Transgender.docx,0.034968979
Intro_Morris_10_Transgender.docx,0.031187123
Intro_Morris_11_Transgender.docx,0.025812138
Intro_Myers_07_Transgender.docx,0.040816327
Intro_Myers_08_Transgender.docx,0.041088766
Intro_Myers_09_Transgender.docx,0.050653595
Intro_Myers_10_Transgender.docx,0.044860234
Intro_Myers_11_Transgender.docx,0.061932897
Intro_Nevid_01_Transgender.docx,0.070859167
Intro_Nevid_02_Transgender_v2.docx,0.077366255
Intro_Nevid_03_Transgender_v2.docx,0.077065924
Intro_Nevid_04_Transgender.docx,0.151282051
Intro_Nevid_05_Transgender.docx,0.075435614
Intro_Rathus_01_Transgender.docx,0.094736842
Intro_Rathus_02_Transgender.docx,0.034274194
Intro_Rathus_03_Transgender.docx,-0.027777778
Intro_Rathus_04_Transgender.docx,0.119565217
Intro_Rathus_05_Transgender.docx,0.074276779
Intro_Wade_08_Transgender_v2.docx,0.079698252
Intro_Wade_09_Transgender.docx,0.11588785
Intro_Wade_11_Transgender_v2.docx,0.05511811
Intro_Wade_12_Transgender.docx,0.059854896
Intro_Weiten_07_Transgender.docx,0.049450199
Intro_Weiten_08_Transgender_v2.docx,-0.079439252
Intro_Weiten_09_Transgender_v2.docx,-0.007407407
Intro_Weiten_10_Transgender.docx,0.069185429
Neuro_Bear_03_Transgender.docx,0.046511628
Neuro_Bear_04_Transgender.docx,0.079959514
Neuro_Breedlove_05_Transgender.docx,-0.008510638
Neuro_Breedlove_06_Transgender.docx,-0.012820513
Neuro_Breedlove_07_Transgender.docx,0.1
Neuro_Breedlove_08_Transgender.docx,0.013850416
Neuro_Carlson_09_Transgender.docx,0.03125
Neuro_Carlson_10_Transgender_v2.docx,0.041832669
Neuro_Carlson_11_Transgender_v2.docx,0.023373984
Neuro_Carlson_12_Transgender.docx,0.059846547
Neuro_Garrett_02_Transgender.docx,0.100446429
Neuro_Garrett_03_Transgender.docx,0.010859301
Neuro_Garrett_04_Transgender_v2.docx,-0.003612717
Neuro_Garrett_05_Transgender.docx,0.026157804
Neuro_Haines_05_Transgender.docx,-0.071428571
Neuro_Johnson_04_Transgender.docx,-0.047244094
Neuro_Kalat_12_Transgender.docx,0.039253898
Neuro_Kolb_07_Transgender.docx,-0.18556701
Neuro_Pinel_07_Transgender.docx,0.0675
Neuro_Pinel_08_Transgender.docx,0.087272727
Neuro_Pinel_09_Transgender_v2.docx,0.083928571
Neuro_Pinel_10_Transgender.docx,0.052431611
Neuro_Reisberg_06_Transgender.docx,-0.004424779
Socl_Aronson_08_Transgender.docx,0.023773298
Socl_Aronson_09_Transgender.docx,0.002372077
Socl_Baumeister_02_Transgender.docx,0.115793781
Socl_Baumeister_04_Transgender.docx,0.066199729
Socl_Branscombe_12_Transgender.docx,0.054343514
Socl_Branscombe_13_Transgender_v2.docx,0.019570136
Socl_Branscombe_14_Transgender.docx,0.019773407
Socl_Franzoi_05_Transgender.docx,0.102766106
Socl_Franzoi_06_Transgender.docx,0.078806427
Socl_Franzoi_07_Transgender.docx,0.056590164
Socl_Gilovich_02_Transgender.docx,0.06
Socl_Gilovich_03_Transgender.docx,0.092848181
Socl_Gilovich_04_Transgender.docx,0.083001592
Socl_Gruman_02_Transgender.docx,0.08974359
Socl_Gruman_03_Transgender.docx,0.020591763
Socl_Kassin_09_Transgender.docx,0.019230769
Socl_Kassin_10_Transgender.docx,0.066537941
Socl_Myers_10_Transgender.docx,0.026105874
Socl_Myers_11_Transgender.docx,0.05224679
Socl_Myers_12_Transgender.docx,0.013468013
Socl_Rogers_02_Transgender.docx,0.02962963
Socl_Rogers_03_Transgender_v2.docx,0.072041166
Socl_Rogers_04_Transgender.docx,0.033632982
Socl_Zastrow_08_Transgender.docx,0.064964611
Socl_Zastrow_09_Transgender.docx,0.063928351
Socl_Zastrow_10_Transgender.docx,0.050761351
Spcl_Friend_02_Transgender.docx,-0.114130435
Spcl_Friend_03_Transgender.docx,0.022151899
Spcl_Friend_04_Transgender.docx,0.066037736
Spcl_Friend_05_Transgender.docx,0.015695067
Spcl_Gargiulo_06_Transgender.docx,-0.030442804
Spcl_Hardman_10_Transgender.docx,0.012605042
Spcl_Hardman_12_Transgender.docx,-0.009408602
Spcl_Heward_10_Transgender.docx,0.076923077
Spcl_Heward_11_Transgender.docx,0.057034221
Spcl_Kuder_05_Transgender.docx,-0.083333333
Spcl_Lewis_09_Transgender.docx,-0.002673797
Spcl_Overton_08_Transgender.docx,-0.00140647
Spcl_Smith_04_Transgender.docx,0.036585366
Spcl_Smith_05_Transgender.docx,0.041666667
Spcl_Smith_07_Transgender.docx,0.06408776
Spcl_Turnbull_04_Transgender.docx,0.173913043
Spcl_Turnbull_05_Transgender.docx,0.064102564
Spcl_Turnbull_06_Transgender.docx,0.002164502
Spcl_Turnbull_07_Transgender.docx,-0.032894737
Spcl_Turnbull_08_Transgender.docx,0.084432718
Spcl_Vaughn_07_Transgender.docx,0.085903084
