Textbook,Score
Socl_Zastrow_08_Autism.docx,-0.081873886
Socl_Zastrow_09_Autism.docx,-0.037704425
Socl_Zastrow_10_Autism.docx,0.037641475
Spcl_Friend_01_Autism_v2.docx,0.380523218
Spcl_Friend_02_Autism_v2.docx,0.410334937
Spcl_Friend_03_Autism_v2.docx,0.397985036
Spcl_Friend_04_Autism_v2.docx,0.405914419
Spcl_Friend_05_Autism.docx,0.414199793
Spcl_Gargiulo_02_Autism_v2.docx,0.297548395
Spcl_Gargiulo_03_Autism_v2.docx,0.292473616
Spcl_Gargiulo_04_Autism.docx,0.282819195
Spcl_Gargiulo_05_Autism_v2.docx,0.271434102
Spcl_Gargiulo_06_Autism.docx,0.280425193
Spcl_Hardman_08_Autism_v2.docx,0.295652383
Spcl_Hardman_09_Autism_v2.docx,0.264859406
Spcl_Hardman_10_Autism_v2.docx,0.231907129
Spcl_Hardman_11_Autism.docx,0.349181772
Spcl_Hardman_12_Autism.docx,0.372549804
Spcl_Heward_07_Autism.docx,0.32996002
Spcl_Heward_08_Autism_v2.docx,0.339589124
Spcl_Heward_09_Autism_v2.docx,0.343456596
Spcl_Heward_10_Autism_v2.docx,0.356615479
Spcl_Heward_11_Autism.docx,0.351424533
Spcl_Kuder_01_Autism_v2.docx,0.274563242
Spcl_Kuder_02_Autism_v2.docx,0.256559898
Spcl_Kuder_03_Autism_v2.docx,0.308853271
Spcl_Kuder_04_Autism_v2.docx,0.329042295
Spcl_Kuder_05_Autism.docx,0.3520872
Spcl_Lewis_05_Autism.docx,0.485139831
Spcl_Lewis_06_Autism.docx,0.512716798
Spcl_Lewis_07_Autism_v2.docx,0.461831553
Spcl_Lewis_08_Autism.docx,0.457276309
Spcl_Lewis_09_Autism.docx,0.563800874
Spcl_Overton_04_Autism.docx,0.362564671
Spcl_Overton_06_Autism.docx,0.178362282
Spcl_Overton_07_Autism.docx,0.184712901
Spcl_Overton_08_Autism.docx,0.263742797
Spcl_Smith_03_Autism_v2.docx,0.374509132
Spcl_Smith_04_Autism_v2.docx,0.428493402
Spcl_Smith_05_Autism_v2.docx,0.41481843
Spcl_Smith_06_Autism_v2.docx,0.375777293
Spcl_Smith_07_Autism_v2.docx,0.400671423
Spcl_Turnbull_04_Autism_v2.docx,0.420194351
Spcl_Turnbull_05_Autism_v2.docx,0.471514809
Spcl_Turnbull_06_Autism_v2.docx,0.437064562
Spcl_Turnbull_07_Autism_v2.docx,0.434044017
Spcl_Turnbull_08_Autism.docx,0.379731517
Spcl_Vaughn_03_Autism_v2.docx,0.27394924
Spcl_Vaughn_04_Autism_v2.docx,0.425314892
Spcl_Vaughn_05_Autism_v2.docx,0.360749098
Spcl_Vaughn_06_Autism_v2.docx,0.357132126
Spcl_Vaughn_07_Autism.docx,0.327171398
