,Textbook,Score,Author,Field
97,Intro_Bernstein_10_Autism.docx,-0.050925926,Bernstein,Intro
98,Intro_Coon_10_Autism.docx,-0.120817844,Coon,Intro
99,Intro_Coon_11_Autism.docx,-0.085106383,Coon,Intro
100,Intro_Coon_13_Autism_v2.docx,-0.191176471,Coon,Intro
101,Intro_Coon_14_Autism.docx,0.016581633,Coon,Intro
102,Intro_Griggs_03_Autism.docx,0.081395349,Griggs,Intro
103,Intro_Griggs_04_Autism.docx,0.133757962,Griggs,Intro
104,Intro_Griggs_05_Autism.docx,0.138413686,Griggs,Intro
105,Intro_Kalat_09_Autism.docx,0.008849558,Kalat,Intro
106,Intro_Kalat_10_Autism.docx,0.001976285,Kalat,Intro
107,Intro_Kalat_11_Autism.docx,-0.09186747,Kalat,Intro
108,Intro_Morris_07_Autism.docx,-0.10443038,Morris,Intro
109,Intro_Morris_08_Autism.docx,-0.105769231,Morris,Intro
110,Intro_Morris_09_Autism.docx,-0.125,Morris,Intro
111,Intro_Morris_10_Autism.docx,-0.047021944,Morris,Intro
112,Intro_Morris_11_Autism.docx,-0.018126888,Morris,Intro
113,Intro_Myers_07_Autism_v2.docx,0.093650794,Myers,Intro
114,Intro_Myers_08_Autism.docx,0.020833333,Myers,Intro
115,Intro_Myers_09_Autism.docx,0.002066116,Myers,Intro
116,Intro_Myers_10_Autism.docx,0.022321429,Myers,Intro
117,Intro_Myers_11_Autism.docx,0.004143646,Myers,Intro
118,Intro_Rathus_05_Autism.docx,0.053191489,Rathus,Intro
119,Intro_Wade_08_Autism.docx,-0.059139785,Wade,Intro
120,Intro_Wade_12_Autism.docx,0.004525128,Wade,Intro
121,Intro_Weiten_06_Autism.docx,-0.049180328,Weiten,Intro
122,Intro_Weiten_08_Autism.docx,0.068965517,Weiten,Intro
123,Intro_Weiten_10_Autism.docx,-0.028557491,Weiten,Intro
124,Neuro_Bear_03_Autism.docx,-0.089820359,Bear,Neuro
125,Neuro_Bear_04_Autism.docx,0.007739938,Bear,Neuro
126,Neuro_Breedlove_05_Autism.docx,0.004702194,Breedlove,Neuro
127,Neuro_Breedlove_06_Autism.docx,0.007911392,Breedlove,Neuro
128,Neuro_Breedlove_07_Autism_v2.docx,0.019230769,Breedlove,Neuro
129,Neuro_Breedlove_08_Autism.docx,-0.060665362,Breedlove,Neuro
130,Neuro_Carlson_09_Autism.docx,-0.031473916,Carlson,Neuro
131,Neuro_Carlson_10_Autism_v2.docx,-0.006393632,Carlson,Neuro
132,Neuro_Carlson_11_Autism_v2.docx,-0.014114763,Carlson,Neuro
133,Neuro_Carlson_12_Autism.docx,-0.009206799,Carlson,Neuro
134,Neuro_Garrett_02_Autism.docx,0.027833669,Garrett,Neuro
135,Neuro_Garrett_03_Autism.docx,0.02,Garrett,Neuro
136,Neuro_Garrett_04_Autism_v2.docx,0.010477299,Garrett,Neuro
137,Neuro_Garrett_05_Autism.docx,0.015664962,Garrett,Neuro
138,Neuro_Johnson_01_Autism.docx,-0.017366136,Johnson,Neuro
139,Neuro_Johnson_02_Autism_v2.docx,-0.021403509,Johnson,Neuro
140,Neuro_Johnson_03_Autism.docx,-0.004393673,Johnson,Neuro
141,Neuro_Johnson_04_Autism.docx,0.00046282,Johnson,Neuro
142,Neuro_Kalat_10_Autism.docx,0.095833333,Kalat,Neuro
143,Neuro_Kalat_11_Autism.docx,0.056179775,Kalat,Neuro
144,Neuro_Kalat_12_Autism.docx,-0.014548239,Kalat,Neuro
145,Neuro_Kolb_04_Autism.docx,-0.058536585,Kolb,Neuro
146,Neuro_Kolb_05_Autism.docx,0.02303263,Kolb,Neuro
147,Neuro_Kolb_06_Autism_v2.docx,-0.009469697,Kolb,Neuro
148,Neuro_Kolb_07_Autism.docx,-0.0030012,Kolb,Neuro
149,Neuro_Pinel_07_Autism.docx,0.0,Pinel,Neuro
150,Neuro_Pinel_08_Autism.docx,-0.015486726,Pinel,Neuro
151,Neuro_Pinel_09_Autism.docx,-0.013728324,Pinel,Neuro
152,Neuro_Pinel_10_Autism.docx,0.009334889,Pinel,Neuro
153,Neuro_Reisberg_06_Autism.docx,0.12,Reisberg,Neuro
154,Socl_Aronson_08_Autism.docx,-0.068965517,Aronson,Socl
155,Socl_Aronson_09_Autism.docx,-0.065934066,Aronson,Socl
156,Socl_Baumeister_04_Autism.docx,-0.036111111,Baumeister,Socl
157,Socl_Branscombe_14_Autism.docx,-0.03968254,Branscombe,Socl
158,Socl_Gilovich_02_Autism.docx,-0.041353383,Gilovich,Socl
159,Socl_Gilovich_03_Autism.docx,0.154411765,Gilovich,Socl
160,Socl_Gilovich_04_Autism.docx,0.052447552,Gilovich,Socl
161,Socl_Gruman_03_Autism.docx,0.0925,Gruman,Socl
162,Socl_Myers_12_Autism.docx,0.011111111,Myers,Socl
163,Socl_Rogers_02_Autism.docx,0.061357702,Rogers,Socl
164,Socl_Rogers_03_Autism.docx,0.043564356,Rogers,Socl
165,Socl_Rogers_04_Autism.docx,0.045396419,Rogers,Socl
166,Socl_Zastrow_08_Autism.docx,-0.261029412,Zastrow,Socl
167,Socl_Zastrow_09_Autism.docx,-0.214285714,Zastrow,Socl
168,Socl_Zastrow_10_Autism.docx,-0.218373494,Zastrow,Socl
169,Spcl_Friend_01_Autism_v2.docx,0.006077268,Friend,Spcl
170,Spcl_Friend_02_Autism_v2.docx,0.008219178,Friend,Spcl
171,Spcl_Friend_03_Autism_v2.docx,0.002555238,Friend,Spcl
172,Spcl_Friend_04_Autism_v2.docx,0.008766533,Friend,Spcl
173,Spcl_Friend_05_Autism.docx,0.020211196,Friend,Spcl
174,Spcl_Gargiulo_02_Autism_v2.docx,0.02138066,Gargiulo,Spcl
175,Spcl_Gargiulo_03_Autism_v2.docx,0.003081232,Gargiulo,Spcl
176,Spcl_Gargiulo_04_Autism.docx,0.005918106,Gargiulo,Spcl
177,Spcl_Gargiulo_05_Autism_v2.docx,0.002326073,Gargiulo,Spcl
178,Spcl_Gargiulo_06_Autism.docx,-0.020977011,Gargiulo,Spcl
179,Spcl_Hardman_08_Autism_v2.docx,0.021809787,Hardman,Spcl
180,Spcl_Hardman_09_Autism_v2.docx,0.001340083,Hardman,Spcl
181,Spcl_Hardman_10_Autism_v2.docx,-0.007555839,Hardman,Spcl
182,Spcl_Hardman_11_Autism.docx,0.027405105,Hardman,Spcl
183,Spcl_Hardman_12_Autism.docx,0.035315732,Hardman,Spcl
184,Spcl_Heward_07_Autism.docx,0.003249567,Heward,Spcl
185,Spcl_Heward_08_Autism_v2.docx,0.037590328,Heward,Spcl
186,Spcl_Heward_09_Autism_v2.docx,0.047859116,Heward,Spcl
187,Spcl_Heward_10_Autism_v2.docx,0.04512395,Heward,Spcl
188,Spcl_Heward_11_Autism.docx,0.034963674,Heward,Spcl
189,Spcl_Kuder_01_Autism_v2.docx,-0.011618141,Kuder,Spcl
190,Spcl_Kuder_02_Autism_v2.docx,-0.012921206,Kuder,Spcl
191,Spcl_Kuder_03_Autism_v2.docx,-0.002092431,Kuder,Spcl
192,Spcl_Kuder_04_Autism_v2.docx,-0.000277393,Kuder,Spcl
193,Spcl_Kuder_05_Autism.docx,0.016131674,Kuder,Spcl
194,Spcl_Lewis_05_Autism.docx,-0.00152207,Lewis,Spcl
195,Spcl_Lewis_06_Autism.docx,0.005185185,Lewis,Spcl
196,Spcl_Lewis_07_Autism_v2.docx,0.042988741,Lewis,Spcl
197,Spcl_Lewis_08_Autism.docx,0.040189125,Lewis,Spcl
198,Spcl_Lewis_09_Autism.docx,0.076495132,Lewis,Spcl
199,Spcl_Overton_04_Autism.docx,-0.024390244,Overton,Spcl
200,Spcl_Overton_06_Autism.docx,0.012995896,Overton,Spcl
201,Spcl_Overton_07_Autism.docx,-0.024832215,Overton,Spcl
202,Spcl_Overton_08_Autism.docx,-0.004697987,Overton,Spcl
203,Spcl_Smith_03_Autism_v2.docx,0.023679799,Smith,Spcl
204,Spcl_Smith_04_Autism_v2.docx,0.041417395,Smith,Spcl
205,Spcl_Smith_05_Autism_v2.docx,0.049042368,Smith,Spcl
206,Spcl_Smith_06_Autism_v2.docx,0.046313326,Smith,Spcl
207,Spcl_Smith_07_Autism_v2.docx,0.032685512,Smith,Spcl
208,Spcl_Turnbull_04_Autism_v2.docx,0.01934201,Turnbull,Spcl
209,Spcl_Turnbull_05_Autism_v2.docx,0.04486456,Turnbull,Spcl
210,Spcl_Turnbull_06_Autism_v2.docx,0.07809301,Turnbull,Spcl
211,Spcl_Turnbull_07_Autism_v2.docx,0.044876204,Turnbull,Spcl
212,Spcl_Turnbull_08_Autism.docx,0.036095824,Turnbull,Spcl
213,Spcl_Vaughn_03_Autism_v2.docx,-0.026834611,Vaughn,Spcl
214,Spcl_Vaughn_04_Autism_v2.docx,0.063072378,Vaughn,Spcl
215,Spcl_Vaughn_05_Autism_v2.docx,0.060376471,Vaughn,Spcl
216,Spcl_Vaughn_06_Autism_v2.docx,0.063403908,Vaughn,Spcl
217,Spcl_Vaughn_07_Autism.docx,0.046428016,Vaughn,Spcl
