,Textbook,Score,Author,Field
117,Intro_Myers_11_Autism.docx,0.1084296,Myers,Intro
118,Intro_Rathus_05_Autism.docx,0.155200946,Rathus,Intro
119,Intro_Wade_08_Autism.docx,0.150595561,Wade,Intro
120,Intro_Wade_12_Autism.docx,0.160460502,Wade,Intro
121,Intro_Weiten_06_Autism.docx,0.52242921,Weiten,Intro
122,Intro_Weiten_08_Autism.docx,0.257532219,Weiten,Intro
123,Intro_Weiten_10_Autism.docx,0.090728422,Weiten,Intro
124,Neuro_Bear_03_Autism.docx,0.231706284,Bear,Neuro
125,Neuro_Bear_04_Autism.docx,0.213173531,Bear,Neuro
126,Neuro_Breedlove_05_Autism.docx,0.225173364,Breedlove,Neuro
127,Neuro_Breedlove_06_Autism.docx,0.234605549,Breedlove,Neuro
128,Neuro_Breedlove_07_Autism_v2.docx,0.216543261,Breedlove,Neuro
129,Neuro_Breedlove_08_Autism.docx,0.119316452,Breedlove,Neuro
130,Neuro_Carlson_09_Autism.docx,0.181110888,Carlson,Neuro
131,Neuro_Carlson_10_Autism_v2.docx,0.188436828,Carlson,Neuro
132,Neuro_Carlson_11_Autism_v2.docx,0.192150755,Carlson,Neuro
133,Neuro_Carlson_12_Autism.docx,0.151612919,Carlson,Neuro
134,Neuro_Garrett_02_Autism.docx,0.208575189,Garrett,Neuro
135,Neuro_Garrett_03_Autism.docx,0.202459995,Garrett,Neuro
136,Neuro_Garrett_04_Autism_v2.docx,0.196724668,Garrett,Neuro
137,Neuro_Garrett_05_Autism.docx,0.177387768,Garrett,Neuro
138,Neuro_Johnson_01_Autism.docx,0.068175971,Johnson,Neuro
139,Neuro_Johnson_02_Autism_v2.docx,0.086068758,Johnson,Neuro
140,Neuro_Johnson_03_Autism.docx,0.141548171,Johnson,Neuro
141,Neuro_Johnson_04_Autism.docx,0.173672236,Johnson,Neuro
142,Neuro_Kalat_10_Autism.docx,0.124503367,Kalat,Neuro
143,Neuro_Kalat_11_Autism.docx,0.427652934,Kalat,Neuro
144,Neuro_Kalat_12_Autism.docx,0.101733259,Kalat,Neuro
145,Neuro_Kolb_04_Autism.docx,0.10440749,Kolb,Neuro
146,Neuro_Kolb_05_Autism.docx,0.134805832,Kolb,Neuro
147,Neuro_Kolb_06_Autism_v2.docx,0.109884833,Kolb,Neuro
148,Neuro_Kolb_07_Autism.docx,0.104648829,Kolb,Neuro
149,Neuro_Pinel_07_Autism.docx,0.16950556,Pinel,Neuro
150,Neuro_Pinel_08_Autism.docx,0.12244942,Pinel,Neuro
151,Neuro_Pinel_09_Autism.docx,0.117687715,Pinel,Neuro
152,Neuro_Pinel_10_Autism.docx,0.112539632,Pinel,Neuro
153,Neuro_Reisberg_06_Autism.docx,0.56573064,Reisberg,Neuro
154,Socl_Aronson_08_Autism.docx,0.545402299,Aronson,Socl
155,Socl_Aronson_09_Autism.docx,0.405072705,Aronson,Socl
156,Socl_Baumeister_04_Autism.docx,0.148752806,Baumeister,Socl
157,Socl_Branscombe_14_Autism.docx,0.310060927,Branscombe,Socl
158,Socl_Gilovich_02_Autism.docx,0.41939318,Gilovich,Socl
159,Socl_Gilovich_03_Autism.docx,0.467676768,Gilovich,Socl
160,Socl_Gilovich_04_Autism.docx,0.354471286,Gilovich,Socl
161,Socl_Gruman_03_Autism.docx,0.225590909,Gruman,Socl
162,Socl_Myers_12_Autism.docx,0.08698092,Myers,Socl
163,Socl_Rogers_02_Autism.docx,0.218974339,Rogers,Socl
164,Socl_Rogers_03_Autism.docx,0.212734273,Rogers,Socl
165,Socl_Rogers_04_Autism.docx,0.21705159,Rogers,Socl
166,Socl_Zastrow_08_Autism.docx,-0.081873886,Zastrow,Socl
167,Socl_Zastrow_09_Autism.docx,-0.037704425,Zastrow,Socl
168,Socl_Zastrow_10_Autism.docx,0.037641475,Zastrow,Socl
169,Spcl_Friend_01_Autism_v2.docx,0.380523218,Friend,Spcl
170,Spcl_Friend_02_Autism_v2.docx,0.410334937,Friend,Spcl
171,Spcl_Friend_03_Autism_v2.docx,0.397985036,Friend,Spcl
172,Spcl_Friend_04_Autism_v2.docx,0.405914419,Friend,Spcl
173,Spcl_Friend_05_Autism.docx,0.414199793,Friend,Spcl
174,Spcl_Gargiulo_02_Autism_v2.docx,0.297548395,Gargiulo,Spcl
175,Spcl_Gargiulo_03_Autism_v2.docx,0.292473616,Gargiulo,Spcl
176,Spcl_Gargiulo_04_Autism.docx,0.282819195,Gargiulo,Spcl
177,Spcl_Gargiulo_05_Autism_v2.docx,0.271434102,Gargiulo,Spcl
178,Spcl_Gargiulo_06_Autism.docx,0.280425193,Gargiulo,Spcl
179,Spcl_Hardman_08_Autism_v2.docx,0.295652383,Hardman,Spcl
180,Spcl_Hardman_09_Autism_v2.docx,0.264859406,Hardman,Spcl
181,Spcl_Hardman_10_Autism_v2.docx,0.231907129,Hardman,Spcl
182,Spcl_Hardman_11_Autism.docx,0.349181772,Hardman,Spcl
183,Spcl_Hardman_12_Autism.docx,0.372549804,Hardman,Spcl
184,Spcl_Heward_07_Autism.docx,0.32996002,Heward,Spcl
185,Spcl_Heward_08_Autism_v2.docx,0.339589124,Heward,Spcl
186,Spcl_Heward_09_Autism_v2.docx,0.343456596,Heward,Spcl
187,Spcl_Heward_10_Autism_v2.docx,0.356615479,Heward,Spcl
188,Spcl_Heward_11_Autism.docx,0.351424533,Heward,Spcl
189,Spcl_Kuder_01_Autism_v2.docx,0.274563242,Kuder,Spcl
190,Spcl_Kuder_02_Autism_v2.docx,0.256559898,Kuder,Spcl
191,Spcl_Kuder_03_Autism_v2.docx,0.308853271,Kuder,Spcl
192,Spcl_Kuder_04_Autism_v2.docx,0.329042295,Kuder,Spcl
193,Spcl_Kuder_05_Autism.docx,0.3520872,Kuder,Spcl
194,Spcl_Lewis_05_Autism.docx,0.485139831,Lewis,Spcl
195,Spcl_Lewis_06_Autism.docx,0.512716798,Lewis,Spcl
196,Spcl_Lewis_07_Autism_v2.docx,0.461831553,Lewis,Spcl
197,Spcl_Lewis_08_Autism.docx,0.457276309,Lewis,Spcl
198,Spcl_Lewis_09_Autism.docx,0.563800874,Lewis,Spcl
199,Spcl_Overton_04_Autism.docx,0.362564671,Overton,Spcl
200,Spcl_Overton_06_Autism.docx,0.178362282,Overton,Spcl
201,Spcl_Overton_07_Autism.docx,0.184712901,Overton,Spcl
202,Spcl_Overton_08_Autism.docx,0.263742797,Overton,Spcl
203,Spcl_Smith_03_Autism_v2.docx,0.374509132,Smith,Spcl
204,Spcl_Smith_04_Autism_v2.docx,0.428493402,Smith,Spcl
205,Spcl_Smith_05_Autism_v2.docx,0.41481843,Smith,Spcl
206,Spcl_Smith_06_Autism_v2.docx,0.375777293,Smith,Spcl
207,Spcl_Smith_07_Autism_v2.docx,0.400671423,Smith,Spcl
208,Spcl_Turnbull_04_Autism_v2.docx,0.420194351,Turnbull,Spcl
209,Spcl_Turnbull_05_Autism_v2.docx,0.471514809,Turnbull,Spcl
210,Spcl_Turnbull_06_Autism_v2.docx,0.437064562,Turnbull,Spcl
211,Spcl_Turnbull_07_Autism_v2.docx,0.434044017,Turnbull,Spcl
212,Spcl_Turnbull_08_Autism.docx,0.379731517,Turnbull,Spcl
213,Spcl_Vaughn_03_Autism_v2.docx,0.27394924,Vaughn,Spcl
214,Spcl_Vaughn_04_Autism_v2.docx,0.425314892,Vaughn,Spcl
215,Spcl_Vaughn_05_Autism_v2.docx,0.360749098,Vaughn,Spcl
216,Spcl_Vaughn_06_Autism_v2.docx,0.357132126,Vaughn,Spcl
217,Spcl_Vaughn_07_Autism.docx,0.327171398,Vaughn,Spcl
